"SiteId","SampId","X","Y","Region","Watershed_Main","Watershed","Watershed_Reg","RiverBasin","BIOGEO","MonitoringProgram","Day","Month","Year","Temp.average","tempmaxC","L","w","I0","shade","C.P","C.N","C.SusPOM","currentms","orgmicropollTU","saprowqclass","Lit.Inp","Occurrence.Chironomidae","Occurrence.Baetidae","Occurrence.Simuliidae","Occurrence.Oligochaeta","Occurrence.Limnephilidae","Occurrence.Limoniidae","Occurrence.Rhyacophilidae","Occurrence.Elmidae","Occurrence.Gammaridae","Occurrence.Heptageniidae","Occurrence.Nemouridae","Occurrence.Empididae","Occurrence.Hydropsychidae","Occurrence.Leuctridae","Occurrence.Ceratopogonidae","Occurrence.Psychodidae","Occurrence.Prostigmata","Occurrence.Sphaeriidae","Occurrence.Leptophlebiidae","Occurrence.Taeniopterygidae","Occurrence.Perlodidae","Occurrence.Psychomyiidae","Occurrence.Athericidae","Occurrence.Hydraenidae","Occurrence.Planariidae","Occurrence.Nematoda","Occurrence.Sericostomatidae","Occurrence.Tipulidae","Occurrence.Polycentropodidae","Occurrence.Odontoceridae","Occurrence.Lymnaeidae","Occurrence.Dugesiidae","Occurrence.Erpobdellidae","Occurrence.Scirtidae","Occurrence.Asellidae","Occurrence.Ephemerellidae","Occurrence.Ephemeridae","Occurrence.Stratiomyidae","Occurrence.Dytiscidae","Occurrence.Hydroptilidae","Occurrence.Chloroperlidae","Occurrence.Hydrobiidae","Occurrence.Planorbidae","Occurrence.Perlidae","Occurrence.Glossosomatidae","Occurrence.Blephariceridae","Occurrence.Glossiphoniidae","Occurrence.Capniidae","Occurrence.Goeridae","Occurrence.Philopotamidae","Occurrence.Gyrinidae","Occurrence.Dixidae","Occurrence.Calopterygidae","Occurrence.Leptoceridae","Occurrence.Tabanidae","Occurrence.Caenidae","Occurrence.Cordulegastridae","Occurrence.Pediciidae","Occurrence.Physidae","Occurrence.Lepidostomatidae","Occurrence.Anthomyiidae","Occurrence.Sialidae","Occurrence.Ptychopteridae","Occurrence.Haliplidae","Occurrence.Gomphidae","Occurrence.Hydrophilidae","Occurrence.Thaumaleidae","Occurrence.Rhagionidae","Occurrence.Corixidae","Occurrence.Cnidaria","Occurrence.Valvatidae","Occurrence.Bithyniidae","Occurrence.Platycnemididae","Occurrence.Aphelocheiridae","Occurrence.Dendrocoelidae","Occurrence.Potamanthidae","Occurrence.Dreissenidae","Occurrence.Brachycentridae","Occurrence.Piscicolidae","Occurrence.Siphlonuridae","Occurrence.Dryopidae","Occurrence.Dolichopodidae","Occurrence.Coenagrionidae","Occurrence.Veliidae","Occurrence.Gerridae","Occurrence.Niphargidae","Occurrence.Muscidae","Occurrence.Corbiculidae","Occurrence.Astacidae","Occurrence.Beraeidae","Occurrence.Libellulidae","Occurrence.Lepidoptera","Occurrence.Syrphidae","Occurrence.Sciomyzidae","Occurrence.Osmylidae","Occurrence.Scathophagidae","Occurrence.Mesoveliidae","Occurrence.Ephydridae","Occurrence.Psephenidae","Occurrence.Chaoboridae","Occurrence.Nepidae","Occurrence.Ptilocolepidae","Occurrence.Branchiopoda","Occurrence.Curculionidae","Occurrence.Notonectidae","Occurrence.Hymenoptera","Occurrence.Helicopsychidae","Occurrence.Culicidae","Occurrence.Ameletidae","Occurrence.Corduliidae","Occurrence.Phryganeidae","Occurrence.Cambaridae","Occurrence.Mysidae","Occurrence.Acroloxidae","Occurrence.Porifera","Occurrence.Chrysomelidae","Occurrence.Hemiptera","Occurrence.Lestidae","Occurrence.Neritidae","Occurrence.Cylindrotomidae","Occurrence.Hygrobiidae","Occurrence.Pleidae","Occurrence.Aeshnidae","Occurrence.Ecnomidae","Occurrence.Molannidae","Occurrence.Unionidae","Occurrence.Hirudinidae","Occurrence.Hydroscaphidae","Occurrence.Hydrometridae","Occurrence.Naucoridae","Occurrence.Sisyridae","Occurrence.Corophiidae","Occurrence.Janiridae","Occurrence.Bryozoa"
"CSCF_JU_DO_15.7","CSCF_JU_DO_15.7_2011-03-14",579901,245148,"Plateau","RHONE","Doux","DouxR1","RHONE","Jura","Other programs",14,3,2011,10.9428526299298,19.1256600898845,100,60,125,0.187302,0.0132696167947472,1.74154076053083,1,0.255483612023039,-1.48414816367025,1,32.5611353357505,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SO_08","CSCF_JU_SO_08_2011-03-11",583553,239408,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",11,3,2011,10.1628654302811,17.864466314988,100,10,125,0.613924,0.0117525346216576,1.30986279453239,1,0.446831010483251,-1.78789418268083,1,389.989215343312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SO_12","CSCF_JU_SO_12_2011-03-11",589069,242837,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",11,3,2011,11.0597798892914,19.3945797789715,100,15,125,0.974684,0.0156760954797999,1.66391059253972,1,0.529486832359847,-1.56969300257986,1,347.899476745706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SO_463","CSCF_JU_SO_463_2011-03-10",593726,246520,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",10,3,2011,11.3761131671054,19.9581790276373,100,15,125,0.996774,0.018008646376405,1.8304415850819,1,0.498498992159872,-1.37349213048518,1,336.397136537006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SO_15","CSCF_JU_SO_15_2011-03-10",593888,246587,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",10,3,2011,11.3761131671054,19.9581790276373,100,15,125,0.694268,0.018008646376405,1.8304415850819,1,0.498498992159872,-1.37349213048518,1,174.256665046623,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SC_02","CSCF_JU_SC_02_2011-03-23",605220,243004,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",23,3,2011,8.93810759541381,15.8739806321538,100,4,125,0.872611,0.0056437627888985,0.793978215243032,1,0.755119089080687,-2.10528889747736,1,568.148295275638,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SC_04","CSCF_JU_SC_04_2011-03-11",595162,245906,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",11,3,2011,10.8601000101181,19.161678642558,100,13,125,1,0.0185753340041549,1.80372422767444,1,0.516805666240867,-1.49776644640393,1,472.064702738638,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_CH_00","CSCF_JU_CH_00_2011-03-23",605625,245486,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",23,3,2011,8.32460844130842,14.9738418385269,100,2,125,0.474684,0.0111385019385824,1.24494063734307,1,0.474225925243919,-1.35348853643806,1,331.358521109675,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_CH_02","CSCF_JU_CH_02_2011-03-23",601800,244500,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",23,3,2011,9.79891310620172,17.4991060505685,100,4,125,0.851613,0.0298744538442472,2.75375735473804,1,0.463130320590824,-1.27405906353115,1,397.337104755904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_LU_03","CSCF_JU_LU_03_2011-03-23",585389,251394,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",23,3,2011,9.32287762811663,16.6165148665378,100,8,125,0.878594,0.0243833686214694,2.3190826331923,1,0.372634140959249,-1.60717178995281,1,458.855375713028,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_LU_04","CSCF_JU_LU_04_2011-03-23",585810,252483,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",23,3,2011,9.53121766482916,16.9720458636753,100,8,125,1,0.0220465319021288,2.12801250802821,1,0.343763047205057,-1.67372607979443,1,369.975044046833,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_LU_05","CSCF_JU_LU_05_2011-03-23",591040,254215,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",23,3,2011,9.92941703136865,17.6462698041167,100,10,125,0.874194,0.0211839169283962,2.03601433900468,1,0.301442256124849,-1.69029064438697,1,460.443857322208,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_TB_02","CSCF_JU_TB_02_2011-03-24",580970,241753,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",24,3,2011,9.95353568283939,17.4916351116845,100,4,125,0.901274,0.015789739467027,1.80965785459051,1,0.987851869406833,-1.72833893512188,1,372.565972250582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_AL_01.1","CSCF_JU_AL_01.1_2011-03-24",584791,252798,"Plateau","RHONE","Doux","DouxR1","RHONE","Jura","Other programs",24,3,2011,7.76401165107097,14.1683832567596,100,1,125,1,0.0118727577702731,1.35536601568098,1,0.378604410806598,-2.09481733612515,1,462.449734983805,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_AL_01.3","CSCF_JU_AL_01.3_2011-03-24",583939,252549,"Plateau","RHONE","Doux","DouxR1","RHONE","Jura","Other programs",24,3,2011,8.45882437099514,15.3015682160644,100,1.5,125,0.242812,0.00971804274386649,1.17016706270719,1,0.241039861464116,-2.20237172089881,1,103.780247756183,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_AL_04","CSCF_JU_AL_04_2011-03-14",577802,252894,"Plateau","RHONE","Doux","DouxR2","RHONE","Jura","Other programs",14,3,2011,10.094260363901,18.0680806086603,100,5,125,0.583333,0.0344280383622059,3.02111068089236,1,0.302833588027606,-0.849056922670038,2,302.978868008859,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_AL_07","CSCF_JU_AL_07_2011-03-12",572873,253648,"Plateau","RHONE","Doux","DouxR1","RHONE","Jura","Other programs",12,3,2011,11.8213620919021,20.8913515077996,100,12,125,0.753247,0.0336340901960561,3.19812772047738,1,0.475012323452899,-0.95323536491493,2,245.35107530281,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_VE_new2","CSCF_JU_VE_new2_2011-04-05",578365,256805,"Plateau","RHONE","Doux","DouxR2","RHONE","Jura","Other programs",5,4,2011,10.0814744756077,18.1261308008828,100,2.5,125,0.622581,0.0466916863548559,3.92866228976239,1,0.21323495257972,-0.930353391919775,2,395.926418524633,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_VE_04","CSCF_JU_VE_04_2011-03-31",576345,261000,"Plateau","RHONE","Doux","DouxR2","RHONE","Jura","Other programs",31,3,2011,10.8906722973421,19.4656959269348,100,6,125,0.635484,0.0448417211730859,3.97388827742016,1,0.280901067172977,-1.00332903372736,2,296.73239163239,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_JU_SO_14","CSCF_JU_SO_14_2011-03-11",592305,245000,"Plateau","RHEIN","RheinabBS","RheinabBSR1","RHEIN","Jura","Other programs",11,3,2011,11.2686510628661,19.7653033657464,100,18,125,0.292063,0.0175046765561666,1.7966559605849,1,0.525539396485266,-1.49552732192587,1,80.4987171606703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_511_LU","CSCF_511_LU_2015-03-04",667790,221760,"Plateau","REUSS","Reuss","ReussR2","RHEIN","Mittelland","Other programs",4,3,2015,10.0664800058181,18.7694637834576,100,5,125,0.964968,0.0536041787429618,4.90829542001792,1,0.410093455007155,-0.613706467788054,2,523.153465877801,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_319_OW","CSCF_319_OW_2015-04-08",671080,188060,"Alps","REUSS","Reuss","ReussR3","RHEIN","Alpennordflanke","Other programs",8,4,2015,7.07063619447223,12.6434386189073,100,10,125,0.568254,0.00481047424694946,0.72259195222538,1,1.74911530299107,-2.07370047037607,1,216.37597951007,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_508_LU","CSCF_508_LU_2015-03-04",669175,218351,"Plateau","REUSS","Reuss","ReussR2","RHEIN","Mittelland","Other programs",4,3,2015,8.5661782449321,16.4162293708502,100,4,125,0.949367,0.0386166588110061,3.44970172393688,1,0.0591580799847494,-1.22585802187429,2,348.699436782555,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_232_SZ","CSCF_232_SZ_2015-03-05",690060,209540,"Alps","REUSS","Reuss","ReussR3","RHEIN","Alpennordflanke","Other programs",5,3,2015,7.81641180489656,14.7361397565825,100,2,125,0.945513,0.0182321880012723,2.14578761871302,1,0.669269651166814,-1.09278708465705,1,438.251621612584,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_510_LU","CSCF_510_LU_2015-03-04",661710,214842,"Plateau","REUSS","Reuss","ReussR2","RHEIN","Mittelland","Other programs",4,3,2015,9.97553739958154,18.5630008038565,100,5,125,1,0.0492856227857665,4.71801694978628,1,0.356472961510959,-0.940832394449342,2,401.44137087968,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_229_SZ","CSCF_229_SZ_2015-03-05",688500,210820,"Alps","REUSS","Reuss","ReussR3","RHEIN","Alpennordflanke","Other programs",5,3,2015,8.99860232860103,16.5636291279123,100,10,125,0.838095,0.00965607880129848,1.25841249177056,1,0.533261539125329,-1.47063965163913,1,373.649591778276,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_217_SZ","CSCF_217_SZ_2014-04-04",711080,222170,"Alps","LIMMAT","Limmat","LimmatR3","RHEIN","Alpennordflanke","Other programs",4,4,2014,8.07338086212071,13.444816649464,100,8,125,0.541935,0.00463348403649032,0.690923070532672,1,0.775856708306704,-4,1,91.9037054062998,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSCF_316_OW","CSCF_316_OW_2014-03-21",657620,187800,"Alps","REUSS","Reuss","ReussR3","RHEIN","Alpennordflanke","Other programs",21,3,2014,6.99713676235649,11.311725758466,100,4,125,0.073248,0.00446329057361764,0.672707927598831,1,1.65181274737198,-2.97473346884686,1,59.2721665156152,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
